id,name,address,lon,lat
70000001105864605,"Бишкек-1, банкетный зал","Канонерский остров, 22/1",30.220219,59.903347
5348552838665541,"The Plaсe, ресторан-клуб","улица Маршала Говорова, 47",30.28971,59.899616
70000001037680201,"Токио-City, городские рестораны","площадь Стачек, 9",30.273347,59.900015
70000001034787804,"Кузу, ресторан-банкетный зал","Краснопутиловская улица, 14/12",30.265483,59.872686
5348552838670581,"Контакт, бар","площадь Стачек, 7",30.27241,59.900719
70000001082676689,"Брынза, чебуречная","улица Зайцева, 13",30.266993,59.872325
70000001061204088,"Inside, бар","Стачек проспект, 72",30.263218,59.879312
70000001032233859,"Теремок, ресторан домашней кухни","площадь Стачек, 9",30.272793,59.900275
70000001017509737,"Штолле, кафе-пироговая","Стачек проспект, 74/1",30.258889,59.876153
70000001047056393,"Ислом-ата, кафе-чайхана","Автовская улица, 35 лит А",30.279171,59.877351
5348553838757210,"Екатерингоф, кафе-бар","Перекопская улица, 8",30.269305,59.902236
70000001045834745,"La`gom, кафе","Ивана Черных, 10Б",30.280241,59.901225
70000001069303805,У Яши,"Севастопольская улица, 29",30.2664,59.891062
70000001021363332,"Кабанчик, кафе","Стачек проспект, 32",30.270656,59.888975
70000001052561412,"Пироговый дворик, кафе-пекарня","Стачек проспект, 2",30.275018,59.899718
5348552838587509,"Егриси, кафе","Стачек проспект, 22",30.272795,59.890954
70000001007421126,"Люблю кебаб, кафе","Краснопутиловская улица, 21",30.267645,59.871081
70000001093178966,"Угу, кафе быстрого питания","дорога на Турухтанные острова, 22а",30.231685,59.87
70000001099075011,"ШашлычОк, кафе","Двинская улица, 10",30.247939,59.909032
70000001064908369,"Порт, кафе","Гапсальская улица, 12",30.259502,59.911213
70000001100245443,"Tiger Tea, чайная с шариками","площадь Стачек, 9",30.27256,59.900229
70000001036980625,"Все обедают на кухне, кафе","Двинская улица, 3",30.255765,59.90923
5348553838491308,"Токио-City, городские рестораны","проспект Ветеранов, 114 к1",30.199946,59.832724
70000001038420666,"Белые ночи, ресторан","улица Бурцева, 23 лит А",30.213298,59.835184
70000001036430101,"Мароканд, чайхана","улица Солдата Корзуна, 40",30.221178,59.831504
5348552838480167,"Joy`s pizza, пиццерия","проспект Ветеранов, 91 к1",30.212968,59.833787
70000001083405895,Renai,"Стачек проспект, 216 к2",30.2245,59.84686
5348553838823092,"Пироговый дворик, кафе-пекарня","проспект Ветеранов, 108 к1",30.206383,59.832835
5348552840365046,"Горка, кафе","проспект Ветеранов, 78",30.216984,59.833106
70000001045330880,"Жара, кафе","Стойкости, 8",30.217127,59.827655
5348553838877213,"Pizza Italiana, пиццерия","проспект Ветеранов, 101",30.204415,59.834021
70000001048241388,"Vлаvаше, кафе","проспект Ветеранов, 91 к1 ст1",30.213102,59.833863
70000001089450335,"СПБ шаверма, кафе","Стойкости, 20 к2",30.206814,59.827115
70000001100405523,"Токио-City, городские рестораны","Ленинский проспект, 121 к5",30.261231,59.851491
70000001020556069,"Токио-City, городские рестораны","Дачный проспект, 18",30.255018,59.842309
5348552838550308,"БульВар, ресторанный комплекс","улица Маршала Казакова, 12 к2",30.238983,59.859201
5348552839887087,"Семейный очаг, кафе-ресторан","бульвар Новаторов, 32 к2",30.270415,59.848444
70000001056942471,"Samsa.uz, кафе","бульвар Новаторов, 11",30.267051,59.85101
5348552838545587,"буше, пекарня","бульвар Новаторов, 11 к2 лит А",30.268572,59.850999
70000001026720627,"На парах, ресторан здорового питания","бульвар Новаторов, 11 к2 лит А",30.268538,59.850927
5348552838538295,"Buona Cucina, уютное кафе","улица Зины Портновой, 32",30.256669,59.852316
5348552838483359,"The Templet bar, ирландский паб","Дачный проспект, 9 к1",30.245216,59.846476
70000001057269994,"буше, пекарня","Стачек проспект, 99",30.24789,59.859168
5348552839815745,"Beer House, сеть баров","бульвар Новаторов, 11",30.267379,59.85063
70000001068041331,"Чито Гврито, ресторан грузинской кухни","Народного Ополчения проспект, 10",30.28205,59.851222
70000001100809026,"Хлебник, пекарня","улица Зины Портновой, 54",30.256687,59.848399
70000001095223420,"Вкусно — и точка, кафе","бульвар Новаторов, 11 к2 лит А",30.268169,59.85084
70000001060035896,"Мароканд, чайхана","Дачный проспект, 9 ст1",30.246398,59.845923
5348552838608773,"Dog & Duck, пивной бар","Стачек проспект, 69",30.259532,59.868983
5348553838667519,"Хачапурная-хинкальная, кафе","улица Маршала Казакова, 13",30.237112,59.859974
5348552841577894,"Матросская тишина, кафе","дорога на Турухтанные острова, 16а",30.234492,59.868981
5348552838525252,"Берёзка, кафе","Кронштадтская улица, 20",30.257453,59.869007
5348552841485051,"Дачное, кафе","Народного Ополчения проспект, 26Б",30.269612,59.836376
70000001069193706,Кафе,"проспект Ветеранов, 56",30.237943,59.838005
70000001098616099,"Окибат, кафе","улица Маршала Казакова, 1",30.249504,59.860792
70000001034384891,"Кебаб, кафе","Дачный проспект, 21 к1 лит А",30.257047,59.840244
70000001075812733,"Double bubble tea, кафе","Стачек проспект, 99",30.247737,59.85866
70000001066161325,Кафе,"Трамвайный проспект, 22 к2",30.273237,59.856419
70000001076019662,"Народное, кафе","Кронштадтская улица, 11а",30.255785,59.868374
70000001103428412,"Красное, кафе","Краснопутиловская улица, 65",30.282476,59.863336
70000001061167915,"Старый Ташкент, кафе","Кронштадтская улица, 11 лит А",30.256304,59.868933
70000001096452275,"Розмарин, кафе","Ленинский проспект, 140 лит Е",30.283433,59.853987
70000001037558495,Кафе,"улица Зины Портновой, 21 к4",30.25118,59.849559
70000001007352723,"Аль-Шарк, кафе","Стачек проспект, 99",30.247314,59.858759
70000001077797639,"Красное, кафе","Краснопутиловская улица, 65",30.282538,59.863374
5348552838686019,Средняя школа №379,"Канонерский остров, 32",30.217664,59.903711
5348552838706557,Лицей №384,"Стачек проспект, 5",30.2746,59.897555
5348552838711959,Центр образования № 162,"Турбинная улица, 50",30.265556,59.887144
5348552838715535,Школа №565,"Ивана Черных, 11 лит А",30.278946,59.899649
5348552838686237,"Средняя школа №608, школа им. героя Советского Союза Зины Портновой","Промышленная улица, 18",30.268191,59.897551
5348552838686035,Средняя школа №386,"улица Зайцева, 14",30.267242,59.873402
5348552838686047,Средняя школа №388,"Огородный переулок, 9",30.27174,59.885707
5348552838686056,"Центр экологического образования, лицей №389","Кронштадтская улица, 7 лит А",30.25553,59.871211
5348552838686115,"Средняя школа №501, школа с углубленным изучением информатики и ИКТ","Краснопутиловская улица, 22",30.269802,59.871883
5348552838706046,Гимназия №397,"улица Маршала Говорова, 9",30.266719,59.877375
5348552838686026,Средняя школа №381,"улица Зои Космодемьянской, 4",30.272262,59.892896
5348552838602555,"Дельта, частная школа","Новостроек, 9",30.26507,59.875056
70000001020272559,"Средняя школа №501, школа с углубленным изучением информатики и ИКТ","Новостроек, 26",30.272331,59.874305
70000001091333042,"Учим Химию, школа","улица Возрождения, 20",30.271507,59.882075
5348552838682223,Средняя школа №221,"улица Лёни Голикова, 15 к2",30.225658,59.8449
5348552838682284,Лицей №244,"проспект Ветеранов, 80",30.215691,59.832105
5348552838685876,Средняя школа №283,"Стойкости, 33 лит А",30.198838,59.828718
5348552838686017,Лицей №378,"проспект Ветеранов, 114 к2",30.198864,59.831723
70000001052617766,"Морошка, частная школа","проспект Ветеранов, 114 к1",30.196125,59.832517
5348552838686077,"Средняя школа №392, школа с углубленным изучением французского языка","проспект Ветеранов, 87 к2",30.21963,59.835737
5348552838685118,Средняя школа №254,"улица Бурцева, 9",30.204269,59.835795
5348552838686163,"Средняя школа №506, школа с углубленным изучением иностранных языков","улица Козлова, 47 к1",30.227273,59.828967
5348552838682255,Школа №223,"Стойкости, 17 к2",30.211154,59.829807
5348552838682322,Средняя школа №250,"улица Козлова, 37 к1",30.224465,59.831771
5348552838682330,"Средняя школа №506, школа с углубленным изучением иностранных языков","улица Солдата Корзуна, 15 к2 лит А",30.219478,59.827202
5348552838686263,"Хореография, средняя школа №654 с углубленным изучением предметов художественно-эстетического цикла","улица Лёни Голикова, 23 к6",30.224642,59.842981
5348552838682274,Средняя школа №254,"улица Бурцева, 12 лит А",30.207334,59.837078
70000001028948208,"Взмах, частная школа","Трамвайный проспект, 20",30.270903,59.854906
5348552838686225,Средняя школа №585,"Дачный проспект, 3 к2",30.239255,59.848654
5348552838682298,Средняя школа №249,"проспект Ветеранов, 57 лит А",30.231944,59.840214
70000001020656079,Школа №277,"проспект Ветеранов, 39",30.239593,59.843275
5348552838706580,Лицей №393,"Автовская улица, 5",30.267858,59.866609
5348552838685861,Средняя школа №282,"бульвар Новаторов, 104",30.252601,59.839955
5348552838706563,Лицей №387,"улица Зины Портновой, 25 к2",30.252306,59.848422
5348552838685761,Школа №277,"проспект Ветеранов, 14",30.256874,59.844916
5348552838686200,"Средняя школа №539, с углубленным изучением иностранных языков","улица Подводника Кузьмина, 52",30.269476,59.84218
5348552838706036,Гимназия №248,"Народного Ополчения проспект, 103",30.267661,59.839967
5348552838685662,"Школа Здоровья, средняя школа №269","Трамвайный проспект, 22",30.274246,59.854779
5348552838686124,Средняя школа №503,"Ленинский проспект, 123 к4",30.262043,59.84972
5348552838686188,"Средняя школа №538, с углубленным изучением информационных технологий","бульвар Новаторов, 40",30.275181,59.846509
5348552838685902,Средняя школа №377,"Стачек проспект, 107 к4",30.233695,59.855704
5348552838685693,Школа №274,"Дачный проспект, 34 к2",30.263136,59.839589
5348552838686132,"Средняя школа №504, школа с углубленным изучением английского языка","бульвар Новаторов, 43",30.264361,59.846989
5348552838686109,Средняя школа №493,"улица Зины Портновой, 15",30.252497,59.854595
5348552838686213,Средняя школа №551,"улица Танкиста Хрустицкого, 31",30.255553,59.834478
5348552838685881,Гимназия №284,"Народного Ополчения проспект, 135",30.260295,59.835479
5348552838685528,Гимназия №261,"Стачек проспект, 103 к2",30.242029,59.857345
5348552838685529,"Гимназия №261, начальная школа","Ленинский проспект, 110 к3 лит А",30.232137,59.854338
5348552838685602,Средняя школа №264,"улица Маршала Казакова, 3 к2",30.244838,59.860743
5348552838686270,Средняя школа №658,"Трамвайный проспект, 22",30.274198,59.854634
5348552838718942,Школа-интернат №2,"Трамвайный проспект, 24",30.277625,59.854878
5348552838718675,Школа №502,"улица Лёни Голикова, 78",30.24559,59.83761
5348552840952962,"Школа разговорных языков, частная школа","проспект Ветеранов, 39",30.239698,59.843391
5348552838686102,"Средняя школа №481, с углубленным изучением немецкого языка","Трамвайный проспект, 20",30.270939,59.854645
5348552838718603,Школа №480,"Маринеско, 7",30.264127,59.867904
5348552838706581,Лицей №393,"Краснопутиловская улица, 49",30.271719,59.866731
70000001099822591,"Top, IT-школа","улица Танкиста Хрустицкого, 9",30.249912,59.838363
5348552838686101,"Средняя школа №481, с углубленным изучением немецкого языка","Ленинский проспект, 124 к2",30.262189,59.853067
5348552840002673,"Средняя школа №504, начальная школа","улица Зины Портновой, 56",30.258102,59.848214
5348552838719898,Средняя школа №264,"Морской Пехоты, 8 к3",30.246298,59.861888
70000001047676040,"Магнит, супермаркет","Канонерский остров, 8а",30.213416,59.898643
70000001042660685,"Реалъ, универсам","Канонерский остров, 22/1",30.220219,59.903347
70000001058978123,"Гипер Лента, гипермаркет","Урхов переулок, 7 лит А",30.281205,59.892974
70000001057218095,"Светофор, магазин низких цен","Двинская улица, 14а лит А",30.24455,59.908412
70000001066993088,"Красное&Белое, продуктовый магазин","Ивана Черных, 1",30.27614,59.89963
5348552838575375,"Перекрёсток, супермаркет","площадь Стачек, 7",30.271688,59.900614
70000001095579001,"Семишагофф, супермаркет","улица Маршала Говорова, 14",30.266741,59.879307
70000001058977097,"Супер Лента, супермаркет","площадь Стачек, 9",30.272027,59.899919
70000001057116010,"Перекрёсток, супермаркет","улица Васи Алексеева, 4 ст1",30.264892,59.880737
70000001031118605,"Пятёрочка, супермаркет","Двинская улица, 3",30.255603,59.909231
70000001034060053,"Семишагофф, супермаркет","Балтийская улица, 2/14",30.277605,59.897174
5348552840018044,"Пятёрочка, супермаркет","Стачек проспект, 1",30.274539,59.898812
70000001031451246,"Красное&Белое, продуктовый магазин","улица Маршала Говорова, 14",30.267216,59.87951
70000001063447767,"Бристоль, магазин алкогольных напитков","Стачек проспект, 14",30.277366,59.897391
70000001082039812,"Пятёрочка, супермаркет","Стачек проспект, 59",30.258008,59.874296
5348552838657733,"Пятёрочка, супермаркет","улица Маршала Говорова, 16",30.269134,59.881435
70000001031547441,"Пятёрочка, супермаркет","улица Зои Космодемьянской, 26",30.263299,59.892217
70000001031008732,"Семишагофф, супермаркет","Двинская улица, 11",30.245903,59.909353
70000001062536670,"Красное&Белое, продуктовый магазин","Двинская улица, 8",30.251072,59.908638
70000001063263204,"Красное&Белое, продуктовый магазин","Стачек проспект, 55",30.256436,59.876902
5348552840730284,"Дикси, супермаркет","улица Маршала Говорова, 10",30.266143,59.878515
5348552840258524,"Пловдив, супермаркет","улица Васи Алексеева, 21",30.274367,59.876935
70000001090229438,"ВкусВилл, магазин с доставкой полезных продуктов","Стачек проспект, 67 к3",30.259195,59.870622
70000001035051158,"Красное&Белое, продуктовый магазин","Шотландская улица, 3",30.244233,59.90676
70000001054964010,"Ароматный мир, винный супермаркет","улица Трефолева, 22",30.269474,59.890825
70000001025962901,"Дикси, супермаркет","улица Трефолева, 15",30.270639,59.890932
70000001028542533,"Магнит, супермаркет","Стачек проспект, 38",30.270075,59.887798
70000001090525829,"ВкусВилл, магазин с доставкой полезных продуктов","Стачек проспект, 4",30.275433,59.899407
70000001029303252,"Пятёрочка, супермаркет","Промышленная улица, 21 ст1",30.257811,59.896639
70000001038052094,"Красное&Белое, продуктовый магазин","Стачек проспект, 67 к2",30.258859,59.871583
70000001027542604,"Пятёрочка, супермаркет","Шотландская улица, 3",30.243971,59.906701
5348552838657729,"Пятёрочка, супермаркет","улица Зайцева, 23",30.271017,59.87586
5348552838480984,"Сезон, универсам","проспект Маршала Жукова, 30 к1",30.230722,59.857199
70000001044712030,"Перекрёсток, супермаркет","проспект Ветеранов, 101",30.204681,59.83425
5348552838765394,"Пловдив, супермаркет","проспект Ветеранов, 87",30.221751,59.835075
70000001027587562,"Красное&Белое, продуктовый магазин","проспект Маршала Жукова, 54 к1",30.207676,59.841562
5348552840016473,"Пятёрочка, супермаркет","проспект Маршала Жукова, 60 к1",30.204095,59.838388
70000001025941171,"Семишагофф, супермаркет","улица Лёни Голикова, 27 к3",30.22852,59.843423
70000001019531724,"Семишагофф, супермаркет","проспект Ветеранов, 109",30.199914,59.833473
70000001018138371,"Бриз, супермаркет","проспект Маршала Жукова, 76 к1",30.190233,59.827852
70000001034060309,"Семишагофф, супермаркет","Стойкости, 8",30.215886,59.827298
70000001042949364,"Пловдив, супермаркет","Стойкости, 8 лит В",30.215805,59.827624
5348553838614025,"Пловдив, супермаркет","улица Генерала Симоняка, 19 лит А",30.204083,59.82756
5348552838658034,"Пятёрочка, супермаркет","улица Бурцева, 23 лит А",30.214003,59.83567
70000001019886605,"Дикси, супермаркет","улица Лёни Голикова, 2",30.229603,59.847599
70000001043658897,"Верный, универсам","улица Солдата Корзуна, 40",30.220543,59.831077
70000001029060594,"Магнит, супермаркет","Стойкости, 8",30.217037,59.827783
70000001066380710,"Светофор, магазин низких цен","Ленинский проспект, 144 к2",30.287165,59.852238
70000001043072091,"Пловдив, супермаркет","Дачный проспект, 20/2",30.255909,59.841847
70000001040595113,"Семишагофф, супермаркет","проспект Ветеранов, 16а",30.253568,59.845303
5348552838657731,"Пятёрочка, супермаркет","Ленинский проспект, 122",30.260101,59.852558
70000001022659712,"Перекрёсток, супермаркет","Ленинский проспект, 137 лит Б",30.276625,59.851433
5348553838625475,"Семишагофф, супермаркет","Стачек проспект, 105 к1",30.240969,59.855514
70000001096989689,"Семишагофф, супермаркет","Ленинский проспект, 121 к5",30.261399,59.851491
70000001058977311,"Супер Лента, супермаркет","Автовская улица, 15 к1",30.268269,59.867536
70000001033638065,"Красное&Белое, продуктовый магазин","Народного Ополчения проспект, 10",30.281199,59.850722
70000001095869080,"Супер Лента, супермаркет","Ленинский проспект, 126",30.263575,59.852461
5348552838575275,"Перекрёсток, супермаркет","Стачек проспект, 99",30.249273,59.858932
70000001062183341,"Красное&Белое, продуктовый магазин","Ленинский проспект, 118",30.252059,59.852325
5348553838974118,"Перекрёсток, супермаркет","Дачный проспект, 9",30.244374,59.846833
70000001030374971,"Красное&Белое, продуктовый магазин","Дачный проспект, 33 к1",30.263597,59.83681
5348552838575379,"Перекрёсток, супермаркет","бульвар Новаторов, 11 к2 лит А",30.268304,59.849199
70000001039775114,"Семишагофф, супермаркет","Народного Ополчения проспект, 115Б",30.270494,59.838468
70000001083535422,"Монетка, супермаркет","проспект Ветеранов, 55",30.236341,59.839907
70000001042600247,"Семишагофф, супермаркет","улица Лёни Голикова, 82",30.245664,59.836446
70000001043227555,"Магнит, супермаркет","Ленинский проспект, 129 к6",30.271955,59.851466
70000001025945913,"Щедрый, универсам","Ленинский проспект, 136",30.276306,59.852379
70000001081827649,"Магнит, супермаркет","Дачный проспект, 17 к2",30.249579,59.842981
70000001020728206,"Пятёрочка, супермаркет","проспект Ветеранов, 16",30.253925,59.84562
70000001054171892,"Красное&Белое, продуктовый магазин","Стачек проспект, 75",30.25957,59.867283
5348553838546896,"Пловдив, супермаркет","улица Маршала Казакова, 1 к1",30.248853,59.859906
70000001079560017,"ВкусВилл, магазин с доставкой полезных продуктов","Ленинский проспект, 111 к1",30.243383,59.851055
70000001046121913,"Магнит, супермаркет","проспект Ветеранов, 52 к1",30.239862,59.840147
70000001038944766,"Магнит, супермаркет","Дачный проспект, 5 к10",30.242336,59.848149
70000001054174840,"Пятёрочка, супермаркет","Ленинский проспект, 128 к2",30.268354,59.852753
5348552838657730,"Пятёрочка, супермаркет","Краснопутиловская улица, 55",30.274838,59.867484
70000001075069642,"Магнит, супермаркет","бульвар Новаторов, 98",30.25397,59.841104
5348552838657737,"Пятёрочка, супермаркет","Стачек проспект, 105",30.241037,59.855178
70000001066993097,"Красное&Белое, продуктовый магазин","проспект Маршала Жукова, 22",30.235941,59.860792
70000001020988123,"Магнит, супермаркет","проспект Ветеранов, 43",30.242105,59.84222
70000001047319090,"ВкусВилл, магазин с доставкой полезных продуктов","бульвар Новаторов, 9",30.267139,59.852506
70000001100302267,"Красное&Белое, продуктовый магазин","Ленинский проспект, 114",30.242315,59.852784
70000001017863036,"Пятёрочка, супермаркет","проспект Ветеранов, 53/56",30.238658,59.840751
70000001019174913,"Дикси, супермаркет","Стачек проспект, 88",30.260581,59.86864
5348552838690769,"Дикси, супермаркет","проспект Ветеранов, 50 к2",30.243157,59.840805
5348553839054568,"Магнит, супермаркет","Стачек проспект, 75",30.259077,59.867813
70000001088233434,"Красное&Белое, продуктовый магазин","улица Маршала Казакова, 1",30.249503,59.860659
5348552838657734,"Пятёрочка, супермаркет","Народного Ополчения проспект, 115",30.270001,59.83819
5348552840258522,"Пловдив, супермаркет","улица Танкиста Хрустицкого, 54",30.252397,59.838434
70000001020699858,"Волна, универсам","бульвар Новаторов, 102 к3 лит А",30.251967,59.8416
70000001007020436,"Магнит, супермаркет","Дачный проспект, 18",30.254835,59.842404
70000001024677728,"Пятёрочка, супермаркет","Трамвайный проспект, 14",30.265276,59.855031
70000001017406448,"Пятёрочка, супермаркет","Краснопутиловская улица, 30",30.272435,59.869325
70000001040365536,"Магнит, супермаркет","Счастливая улица, 13",30.273956,59.843862
5348552841230643,"Магнит, супермаркет","Ленинский проспект, 127 к1",30.264781,59.851471
70000001069064202,"Счастье есть, буфет","Межевой канал, 5 лит АХ",30.249592,59.911504
70000001023136421,"Время Есть, буфет","Межевой канал, 3 к2",30.253756,59.911042
70000001090757437,"Королева бензоколонки, столовая",,30.243994,59.88581
70000001018937120,Столовая,"улица Калинина, 13",30.252889,59.897259
70000001075732838,Мускат,"Двинская улица, 10 к3",30.247598,59.907658
70000001063086401,"Солнечный день, ресторан самообслуживания","Промышленная улица, 38",30.259185,59.896277
70000001097020424,Сканди,"улица Маршала Говорова, 52",30.288797,59.901916
70000001032232289,"Ленинград, столовая","Стачек проспект, 16",30.279274,59.895807
70000001104912804,Порт Бистро,"улица Трефолева, 2 лит БН",30.280919,59.886479
70000001102838096,"Bazar coffee, столовая","улица Маршала Говорова, 35 к5",30.281014,59.888301
5348552841490307,"Посиделки, кафе-столовая","Стачек проспект, 37",30.267949,59.888347
70000001017237825,Наша столовая,"Промышленная улица, 22",30.265256,59.897595
70000001036676472,Столовая,"Промышленная улица, 21 ст1",30.25801,59.896599
70000001102838099,"Davego, столовая","улица Маршала Говорова, 35 к4",30.279533,59.889103
70000001033885540,"Точно вкусно, кафе-столовая","Ивана Черных, 31-33 лит Б",30.285283,59.902018
70000001076136031,Кафе,"Оборонная улица, 10",30.267392,59.893809
5348552841532676,Столовая,"Химический переулок, 10",30.28951,59.890745
70000001023980436,Столовая,"Межевой канал, 2",30.258704,59.910647
70000001036423805,Столовая,"улица Швецова, 41 к1",30.290613,59.897482
70000001051715033,"Кухня, кафе-столовая","улица Маршала Говорова, 43",30.289398,59.897915
70000001059190042,"StartUp, кафе-столовая","Промышленная улица, 38 к2",30.258669,59.89611
70000001095259819,"Обедов, столовая","Стачек проспект, 47 лит БН",30.247139,59.879353
5348552841577727,Столовая,"дорога на Турухтанные острова, 14 к4",30.23632,59.868075
70000001023295213,Столовая,"улица Ивана Зубкова, 6 ст1",30.25177,59.866542
70000001036669106,Столовая,"дорога на Турухтанные острова, 12 лит А",30.246329,59.867449
70000001045345964,"Столосеть, столовая","Стачек проспект, 47 ст64",30.247679,59.877113
70000001095257860,Империя вкуса,"дорога на Турухтанные острова, 14 к4",30.23632,59.868075
70000001071484995,"Пельмешъ, столовая","улица Васи Алексеева, 4 ст1",30.264264,59.879923
70000001044674318,"Буфет А72, ресторан быстрого питания","Стачек проспект, 72",30.26384,59.879213
70000001055330108,"Нектар, кафе-столовая","Стачек проспект, 47 лит А",30.256445,59.878575
70000001061527680,Сдобная столовая,"Краснопутиловская улица, 67",30.28596,59.861224
5348552841132963,"Олмари, кафе-столовая","улица Маршала Говорова, 29",30.274634,59.88549
70000001020887028,Столовая,"Трамвайный проспект, 14",30.26496,59.855128
70000001019043158,Столовая,"улица Трефолева, 2 лит Р",30.27968,59.885181
70000001019639837,Кафе-бистро,"Кронштадтская улица, 10 лит А",30.255199,59.87409
70000001060453134,"Homefood, кафе-столовая","улица Возрождения, 21",30.275022,59.880191
70000001101058335,"К вашему столу, столовая","Краснопутиловская улица, 69",30.287282,59.860341
5348552841701553,Столовая,"улица Генерала Симоняка, 9",30.203548,59.83047
70000001067564469,"Вкус востока, столовая","бульвар Новаторов, 98а",30.252919,59.841437
70000001052391668,"От ложки до поварёшки, столовая","Народного Ополчения проспект, 6",30.281817,59.852751
70000001029003778,"El Bistro, столовая","Народного Ополчения проспект, 22",30.280099,59.844617
5348552840603087,Отделение врачей общей практики,"Двинская улица, 10",30.250144,59.909013
5348552840602412,Отделение врачей общей практики,"Канонерский остров, 11",30.216145,59.899424
5348552838551027,Поликлиника №23,"улица Косинова, 17",30.272242,59.896146
